,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
10613,Carnegie,Cosy,2,u,750000.0,S,Thomson,2017,10.1,3163.0,2.0,1.0,2.0,0.0,85.0,1970.0,Glen Eira,-37.88368,145.0515,Southern Metropolitan,7822.0
10614,Carnegie,Judith,1,u,286000.0,PI,Gary,2017,10.1,3163.0,1.0,1.0,1.0,314.0,45.0,1960.0,Glen Eira,-37.90321,145.0555,Southern Metropolitan,7822.0
10615,Carnegie,Oakleigh,2,u,580010.0,SP,hockingstuart,2017,10.1,3163.0,2.0,1.0,1.0,0.0,72.0,1970.0,Glen Eira,-37.9003,145.06342,Southern Metropolitan,7822.0
10616,Carnegie,Truganini,4,t,1250000.0,S,hockingstuart,2017,10.1,3163.0,4.0,3.0,2.0,326.0,223.0,2005.0,Glen Eira,-37.89334,145.05463,Southern Metropolitan,7822.0
10618,Caroline Springs,Dargi,3,t,360000.0,SA,O'Brien,2017,14.8,3023.0,3.0,1.0,1.0,0.0,136.49,2009.0,Melton,-37.70624,144.74042,Western Metropolitan,7719.0
10619,Caroline Springs,Hawksbury,4,h,740000.0,S,Barry,2017,14.8,3023.0,4.0,2.0,2.0,750.0,222.0,2008.0,Melton,-37.7277,144.73422,Western Metropolitan,7719.0
10620,Carrum Downs,Whimbrel,4,h,647000.0,S,Harcourts,2017,34.9,3201.0,4.0,2.0,4.0,688.0,204.0,2002.0,Frankston,-38.10984000000001,145.17062,South-Eastern Metropolitan,8060.0
10622,Chadstone,Hiscock,3,t,930000.0,S,Ray,2017,11.7,3148.0,3.0,2.0,1.0,0.0,127.0,2011.0,Monash,-37.88289,145.09871,Southern Metropolitan,3582.0
10624,Coburg,Bell,2,h,760000.0,S,Nelson,2017,6.7,3058.0,2.0,1.0,2.0,378.0,105.0,1920.0,Moreland,-37.74011,144.95266999999996,Northern Metropolitan,11204.0
10625,Coburg,Hardwick,2,t,876000.0,S,Woodards,2017,6.7,3058.0,2.0,2.0,1.0,134.0,100.0,2014.0,Moreland,-37.74914,144.96826,Northern Metropolitan,11204.0
10627,Collingwood,Alexander,1,u,365000.0,SP,Jellis,2017,2.0,3066.0,1.0,1.0,0.0,0.0,46.0,1960.0,Yarra,-37.79597,144.99108,Northern Metropolitan,4553.0
10628,Collingwood,Alexander,3,h,1297000.0,S,Dixon,2017,2.0,3066.0,3.0,2.0,0.0,186.0,137.0,1890.0,Yarra,-37.79557,144.99158,Northern Metropolitan,4553.0
10631,Croydon,Allendale,5,h,865000.0,PI,Ray,2017,23.0,3136.0,4.0,2.0,2.0,974.0,200.0,1975.0,Maroondah,-37.79189,145.29661000000004,Eastern Metropolitan,11925.0
10632,Croydon,Dixon,4,h,760000.0,SP,Barry,2017,23.0,3136.0,4.0,2.0,2.0,815.0,140.0,1960.0,Maroondah,-37.78393,145.29131999999996,Eastern Metropolitan,11925.0
10633,Croydon,Dorset,3,h,725000.0,S,Stockdale,2017,23.0,3136.0,3.0,1.0,2.0,802.0,105.0,1980.0,Maroondah,-37.81083,145.28792,Eastern Metropolitan,11925.0
10635,Croydon,Taylors,4,h,1120000.0,S,Barry,2017,23.0,3136.0,4.0,2.0,2.0,864.0,228.0,2008.0,Maroondah,-37.80718,145.28581,Eastern Metropolitan,11925.0
10638,Dandenong North,Waranga,4,h,930000.0,S,Hodges,2017,24.7,3175.0,4.0,2.0,1.0,830.0,200.0,1980.0,Greater Dandenong,-37.94264,145.21786,South-Eastern Metropolitan,8322.0
10639,Deer Park,Cavendish,3,h,557000.0,S,Barry,2017,14.8,3023.0,3.0,1.0,2.0,539.0,148.0,1985.0,Brimbank,-37.76545,144.76458,Western Metropolitan,6388.0
10640,Deer Park,Poole,3,h,650000.0,PI,Barry,2017,14.8,3023.0,3.0,1.0,2.0,697.0,135.0,1955.0,Brimbank,-37.77396,144.77229,Western Metropolitan,6388.0
10642,Dingley Village,Cormorant,3,h,806000.0,S,Buxton,2017,22.2,3172.0,3.0,2.0,1.0,539.0,134.0,1968.0,Kingston,-37.98086,145.11993,South-Eastern Metropolitan,3940.0
10646,Doncaster,Margot,4,h,1663000.0,S,Philip,2017,12.4,3108.0,4.0,3.0,2.0,674.0,250.0,1982.0,Manningham,-37.77102,145.13338000000005,Eastern Metropolitan,9028.0
10647,Doncaster East,Dianne,4,h,1310000.0,S,Barry,2017,14.3,3109.0,4.0,3.0,2.0,706.0,200.0,1970.0,Manningham,-37.79561,145.16268,Eastern Metropolitan,10999.0
10648,Doncaster East,Monet,3,h,1530000.0,PI,Barry,2017,14.3,3109.0,3.0,2.0,2.0,798.0,160.0,1978.0,Manningham,-37.77655,145.15386999999996,Eastern Metropolitan,10999.0
10651,Donvale,Sunray,2,t,630000.0,PI,Sell,2017,16.1,3111.0,2.0,1.0,1.0,196.0,100.0,2000.0,Manningham,-37.80103,145.17844,Eastern Metropolitan,4790.0
10652,Eaglemont,Banksia,3,h,1300000.0,VB,Nelson,2017,8.9,3084.0,3.0,1.0,2.0,615.0,138.0,1950.0,Banyule,-37.75825,145.05438,Eastern Metropolitan,1651.0
10653,Edithvale,Berry,5,h,1260000.0,SP,O'Brien,2017,27.0,3196.0,5.0,6.0,3.0,900.0,178.0,1960.0,Kingston,-38.04105,145.1216,South-Eastern Metropolitan,2546.0
10654,Eltham,Silver,3,h,655000.0,S,Barry,2017,18.0,3095.0,3.0,1.0,2.0,197.0,108.0,2009.0,Nillumbik,-37.71613,145.13939,Eastern Metropolitan,6990.0
10656,Elwood,Ormond,1,u,435000.0,S,Wilson,2017,7.2,3184.0,1.0,1.0,1.0,1192.0,44.0,2009.0,Port Phillip,-37.88306,144.9841,Southern Metropolitan,8989.0
10658,Epping,Efficient,3,h,490000.0,SP,Ristic,2017,19.6,3076.0,3.0,2.0,2.0,375.0,155.0,2012.0,Whittlesea,-37.62157,145.01049,Northern Metropolitan,10926.0
10661,Epping,Zurzolo,2,h,417500.0,S,Harcourts,2017,19.6,3076.0,2.0,1.0,1.0,157.0,102.0,2000.0,Whittlesea,-37.64827,145.05317,Northern Metropolitan,10926.0
10664,Essendon,Gordon,3,h,1398000.0,SP,Barry,2017,7.5,3040.0,3.0,2.0,1.0,445.0,182.0,1960.0,Moonee Valley,-37.75621,144.93401,Western Metropolitan,9264.0
10665,Ferntree Gully,Clendon,3,t,664000.0,S,Ray,2017,24.8,3156.0,3.0,2.0,1.0,219.0,138.0,2010.0,Knox,-37.8798,145.2775,Eastern Metropolitan,10788.0
10667,Fitzroy,Gore,2,u,790000.0,S,Nelson,2017,2.1,3065.0,2.0,1.0,2.0,6367.0,75.0,1930.0,Yarra,-37.7967,144.98363,Northern Metropolitan,5825.0
10668,Fitzroy,Napier,2,u,830000.0,S,Jellis,2017,2.1,3065.0,2.0,2.0,1.0,4421.0,84.0,2011.0,Yarra,-37.79721,144.98073,Northern Metropolitan,5825.0
10669,Fitzroy,Rose,1,u,456000.0,SP,hockingstuart,2017,2.1,3065.0,1.0,1.0,1.0,0.0,51.0,2011.0,Yarra,-37.79636,144.98394,Northern Metropolitan,5825.0
10672,Frankston,Aquarius,3,h,565000.0,S,O'Brien,2017,38.0,3199.0,3.0,1.0,2.0,713.0,155.0,1980.0,Frankston,-38.16483,145.16383000000005,South-Eastern Metropolitan,17055.0
10673,Frankston South,Hoadley,3,h,810000.0,S,Ash,2017,38.0,3199.0,3.0,1.0,2.0,835.0,118.0,1960.0,Frankston,-38.15983,145.11351000000005,South-Eastern Metropolitan,7566.0
10674,Gladstone Park,Osborne,4,h,749000.0,SP,Barry,2017,12.9,3043.0,4.0,2.0,2.0,561.0,160.0,1970.0,Hume,-37.68269,144.88601,Western Metropolitan,3285.0
10675,Glen Iris,Belmont,1,u,260000.0,PI,Woodards,2017,7.3,3146.0,1.0,1.0,1.0,0.0,38.0,1950.0,Stonnington,-37.8574,145.04795,Southern Metropolitan,10412.0
10676,Glen Iris,Belmont,1,u,330000.0,SP,Thomson,2017,7.3,3146.0,1.0,1.0,1.0,0.0,44.0,1960.0,Stonnington,-37.85702,145.04801,Southern Metropolitan,10412.0
10677,Glen Iris,Edgar,2,u,501000.0,S,Jellis,2017,7.3,3146.0,2.0,1.0,1.0,2015.0,77.0,1960.0,Stonnington,-37.85019000000001,145.0465,Southern Metropolitan,10412.0
10679,Glen Waverley,Dorset,3,h,1070000.0,S,Harcourts,2017,16.7,3150.0,3.0,2.0,1.0,839.0,116.0,1970.0,Monash,-37.89813,145.14652,Eastern Metropolitan,15321.0
10680,Glenroy,Bindi,4,h,700000.0,S,RW,2017,11.2,3046.0,4.0,2.0,1.0,655.0,82.0,1950.0,Moreland,-37.69558,144.93223,Northern Metropolitan,8870.0
10683,Glenroy,Station,2,t,400000.0,VB,Nelson,2017,11.2,3046.0,2.0,1.0,1.0,102.0,70.0,2012.0,Moreland,-37.71122,144.91863,Northern Metropolitan,8870.0
10684,Glenroy,West,2,h,675000.0,S,Eview,2017,11.2,3046.0,2.0,2.0,1.0,248.0,99.0,2011.0,Moreland,-37.69705,144.94218999999995,Northern Metropolitan,8870.0
10686,Greensborough,Narbethong,3,h,866000.0,S,hockingstuart,2017,16.1,3088.0,3.0,2.0,2.0,743.0,147.0,1980.0,Banyule,-37.71733,145.09622,Northern Metropolitan,8524.0
10689,Greenvale,Lysterfield,5,h,800000.0,SP,LJ,2017,20.4,3059.0,5.0,3.0,2.0,544.0,332.0,2008.0,Hume,-37.61079,144.90823,Northern Metropolitan,4864.0
10690,Hadfield,Bond,3,h,735000.0,S,Eview,2017,11.2,3046.0,3.0,1.0,1.0,626.0,122.0,1950.0,Moreland,-37.71425,144.95013,Northern Metropolitan,2606.0
10691,Hadfield,Neil,2,t,595000.0,S,Eview,2017,11.2,3046.0,2.0,2.0,1.0,201.0,111.0,2005.0,Moreland,-37.71147,144.93927,Northern Metropolitan,2606.0
10695,Hampton East,Eldon,2,t,771000.0,S,McGrath,2017,13.8,3188.0,2.0,1.0,1.0,0.0,99.0,1992.0,Bayside,-37.94083,145.03682,Southern Metropolitan,2356.0
10697,Hampton Park,The,3,h,400000.0,PI,Stockdale,2017,33.3,3976.0,3.0,1.0,1.0,301.0,98.0,1998.0,Casey,-38.0457,145.27395,South-Eastern Metropolitan,8256.0
10698,Hawthorn,Bell,1,u,455000.0,S,Jellis,2017,5.3,3122.0,1.0,1.0,1.0,0.0,49.0,1960.0,Boroondara,-37.81823,145.03972,Southern Metropolitan,11308.0
10699,Hawthorn East,Burke,2,u,615888.0,SP,Marshall,2017,6.2,3123.0,2.0,1.0,1.0,915.0,73.0,1970.0,Boroondara,-37.81835,145.05895,Southern Metropolitan,6482.0
10706,Highett,Haynes,4,h,1820000.0,S,hockingstuart,2017,16.0,3190.0,4.0,2.0,2.0,680.0,680.0,2006.0,Bayside,-37.94882,145.03111,Southern Metropolitan,4794.0
10708,Hughesdale,Canterbury,5,h,1475000.0,S,Woodards,2017,12.3,3166.0,5.0,2.0,3.0,548.0,157.0,1920.0,Monash,-37.90403,145.08118000000005,Southern Metropolitan,3145.0
10709,Ivanhoe,Carn,5,h,2100000.0,PI,Upper,2017,7.8,3079.0,5.0,3.0,2.0,740.0,222.0,1960.0,Banyule,-37.76086,145.05177,Eastern Metropolitan,5549.0
10712,Ivanhoe,Waterdale,2,h,1320000.0,S,Miles,2017,7.8,3079.0,2.0,1.0,0.0,620.0,114.0,1920.0,Banyule,-37.76091,145.04437,Eastern Metropolitan,5549.0
10713,Jacana,Fidge,2,h,575500.0,S,RW,2017,14.0,3047.0,2.0,1.0,1.0,662.0,98.0,1960.0,Hume,-37.68988,144.91113,Northern Metropolitan,851.0
10715,Keilor,Parramatta,4,h,635000.0,S,Nelson,2017,14.5,3036.0,4.0,2.0,2.0,531.0,138.0,1975.0,Brimbank,-37.71368,144.82082,Western Metropolitan,2339.0
10717,Keilor Downs,Odessa,3,h,620000.0,S,Barry,2017,15.5,3038.0,3.0,1.0,4.0,650.0,100.0,1985.0,Brimbank,-37.71575,144.80598,Western Metropolitan,3656.0
10718,Keilor East,Nyah,5,h,1005000.0,SA,Nelson,2017,11.7,3033.0,5.0,3.0,2.0,596.0,176.0,1970.0,Moonee Valley,-37.7305,144.86863,Western Metropolitan,5629.0
10720,Keilor Park,Flinders,3,h,700000.0,S,Nelson,2017,10.4,3042.0,3.0,1.0,1.0,590.0,130.0,1970.0,Brimbank,-37.7219,144.85239,Western Metropolitan,1119.0
10724,Kensington,Mawbey,1,u,390000.0,SP,Edward,2017,3.4,3031.0,1.0,1.0,1.0,0.0,60.0,2000.0,Melbourne,-37.79023,144.92335,Northern Metropolitan,5263.0
10726,Kew,Gladstone,3,h,1410000.0,PI,Noel,2017,5.4,3101.0,3.0,1.0,1.0,404.0,113.0,1930.0,Boroondara,-37.79893,145.04266,Southern Metropolitan,10331.0
10729,Lalor,Cyprus,3,h,710500.0,S,Barry,2017,16.3,3075.0,3.0,2.0,1.0,655.0,120.0,1975.0,Whittlesea,-37.67414,145.0205,Northern Metropolitan,8279.0
10730,Lalor,Howell,3,h,752000.0,S,hockingstuart,2017,16.3,3075.0,3.0,1.0,2.0,604.0,102.0,1950.0,Whittlesea,-37.6708,145.01353,Northern Metropolitan,8279.0
10731,Lalor,Menzies,3,h,622000.0,S,Ray,2017,16.3,3075.0,3.0,1.0,2.0,575.0,113.0,1970.0,Whittlesea,-37.67146,145.03232,Northern Metropolitan,8279.0
10732,Maidstone,Clarendon,3,t,650000.0,PI,Jas,2017,6.4,3012.0,3.0,2.0,2.0,159.0,128.0,2016.0,Maribyrnong,-37.78502,144.86733,Western Metropolitan,3873.0
10733,Maidstone,Crefden,2,u,435000.0,S,Biggin,2017,6.4,3012.0,2.0,2.0,1.0,0.0,96.0,2017.0,Maribyrnong,-37.77813,144.87287,Western Metropolitan,3873.0
10736,Maribyrnong,Mitchell,4,h,1340000.0,S,hockingstuart,2017,4.3,3032.0,4.0,1.0,3.0,697.0,155.0,1920.0,Maribyrnong,-37.78352,144.88981,Western Metropolitan,4918.0
10737,Meadow Heights,Castella,3,h,450000.0,SP,Barry,2017,17.4,3048.0,3.0,1.0,1.0,702.0,96.0,1970.0,Hume,-37.66059,144.92006,Northern Metropolitan,4704.0
10738,Meadow Heights,Goodenia,3,h,440000.0,S,YPA,2017,17.4,3048.0,3.0,1.0,2.0,570.0,112.0,1992.0,Hume,-37.64769,144.91359,Northern Metropolitan,4704.0
10740,Melton,Atkin,4,h,550000.0,PI,Ryder,2017,31.7,3337.0,4.0,2.0,2.0,1241.0,194.0,1970.0,Melton,-37.68686,144.58157,Western Victoria,3600.0
10741,Melton,Bittern,3,h,373500.0,S,HAR,2017,31.7,3337.0,3.0,2.0,2.0,586.0,118.0,1980.0,Melton,-37.67831,144.57342,Western Victoria,3600.0
10743,Mentone,Brindisi,2,u,640000.0,S,Chisholm,2017,20.0,3194.0,2.0,1.0,1.0,128.0,72.0,1972.0,Kingston,-37.98346,145.06313,South-Eastern Metropolitan,6162.0
10745,Mentone,Franklin,3,t,940000.0,S,hockingstuart,2017,20.0,3194.0,3.0,1.0,2.0,331.0,157.9352,1989.0,Kingston,-37.97759,145.06482,South-Eastern Metropolitan,6162.0
10748,Mill Park,Galilee,3,h,705000.0,S,RW,2017,17.9,3082.0,3.0,2.0,2.0,840.0,161.0,1970.0,Whittlesea,-37.67391,145.0618,Northern Metropolitan,10529.0
10749,Mill Park,Heritage,4,h,790000.0,S,Ray,2017,17.9,3082.0,4.0,2.0,2.0,530.0,186.0,1990.0,Whittlesea,-37.65217,145.04863,Northern Metropolitan,10529.0
10751,Mill Park,Mockridge,5,h,704500.0,S,Ray,2017,17.9,3082.0,5.0,3.0,2.0,656.0,130.0,1970.0,Whittlesea,-37.6641,145.05123,Northern Metropolitan,10529.0
10752,Mill Park,Romano,4,h,550000.0,S,Ray,2017,17.9,3082.0,4.0,2.0,1.0,531.0,175.0,1970.0,Whittlesea,-37.65121,145.05404,Northern Metropolitan,10529.0
10753,Mill Park,Romano,5,h,598000.0,S,Ray,2017,17.9,3082.0,5.0,3.0,1.0,531.0,122.0,1990.0,Whittlesea,-37.65116,145.05438999999996,Northern Metropolitan,10529.0
10754,Mill Park,Warburton,3,h,592000.0,S,Harcourts,2017,17.9,3082.0,3.0,1.0,1.0,622.0,128.0,1992.0,Whittlesea,-37.66294,145.06301000000005,Northern Metropolitan,10529.0
10755,Mill Park,Woolnough,3,h,602000.0,S,Ray,2017,17.9,3082.0,3.0,1.0,1.0,546.0,136.0,1977.0,Whittlesea,-37.65359,145.04276000000004,Northern Metropolitan,10529.0
10758,Montrose,Richards,4,h,735000.0,S,McGrath,2017,28.8,3765.0,4.0,2.0,2.0,846.0,160.0,1980.0,Yarra Ranges,-37.81018,145.35396,Eastern Victoria,2493.0
10761,Moonee Ponds,Waverley,4,h,1270000.0,S,Jellis,2017,6.2,3039.0,4.0,1.0,3.0,478.0,152.0,1925.0,Moonee Valley,-37.76421,144.90571,Western Metropolitan,6232.0
10762,Mooroolbark,Byron,3,h,650000.0,PI,iTRAK,2017,26.5,3138.0,3.0,2.0,2.0,1103.0,126.8,1976.0,Yarra Ranges,-37.78695,145.32513,Eastern Victoria,8280.0
10763,Mordialloc,Jenkins,4,h,1400000.0,PI,Ray,2017,21.5,3195.0,4.0,2.0,2.0,530.0,313.0,2007.0,Kingston,-38.00429000000001,145.10286000000005,South-Eastern Metropolitan,3650.0
10764,Mordialloc,Montgomery,3,t,1627000.0,S,hockingstuart,2017,21.5,3195.0,3.0,2.0,2.0,304.0,233.0,2007.0,Kingston,-38.00644000000001,145.08478,South-Eastern Metropolitan,3650.0
10768,Mount Waverley,Virginia,3,h,1850000.0,PI,Jellis,2017,14.2,3149.0,3.0,1.0,1.0,717.0,153.0,1960.0,Monash,-37.87754,145.12076000000005,Eastern Metropolitan,13366.0
10771,Murrumbeena,Gerald,4,h,1820000.0,S,Buxton,2017,10.1,3163.0,4.0,2.0,1.0,632.0,265.0,1915.0,Glen Eira,-37.89465,145.06984,Southern Metropolitan,4442.0
10775,North Melbourne,Leveson,2,u,785000.0,S,Nelson,2017,1.8,3051.0,2.0,2.0,1.0,0.0,95.0,2008.0,Melbourne,-37.80202,144.95103999999995,Northern Metropolitan,6821.0
10778,Nunawading,Mount,2,u,676000.0,S,Fletchers,2017,15.4,3131.0,2.0,1.0,1.0,149.0,84.0,1970.0,Whitehorse,-37.8231,145.17911,Eastern Metropolitan,4973.0
10779,Nunawading,Olwen,3,h,1002000.0,S,Fletchers,2017,15.4,3131.0,3.0,1.0,2.0,598.0,143.0,1960.0,Whitehorse,-37.80827,145.17885,Eastern Metropolitan,4973.0
10780,Nunawading,Shady,4,t,1175000.0,S,Noel,2017,15.4,3131.0,4.0,3.0,2.0,289.0,170.0,2011.0,Whitehorse,-37.82895,145.17678,Eastern Metropolitan,4973.0
10782,Oakleigh East,Nonna,3,h,875000.0,S,Buxton,2017,12.3,3166.0,3.0,2.0,2.0,295.0,144.0,2006.0,Monash,-37.90088,145.11692,Southern Metropolitan,2547.0
10785,Oakleigh South,North,4,u,774000.0,S,HAR,2017,15.5,3167.0,4.0,2.0,2.0,0.0,147.0,2000.0,Monash,-37.91121,145.09598,South-Eastern Metropolitan,3692.0
10787,Ormond,Lillimur,1,u,327000.0,S,Buxton,2017,11.4,3204.0,1.0,1.0,1.0,0.0,32.0,1960.0,Glen Eira,-37.89976,145.04215,Southern Metropolitan,3578.0
10788,Ormond,Tucker,4,h,1900000.0,S,Buxton,2017,11.4,3204.0,4.0,2.0,2.0,700.0,210.0,1920.0,Glen Eira,-37.9075,145.05329,Southern Metropolitan,3578.0
10789,Parkdale,Beach,4,h,2185000.0,S,Ray,2017,21.5,3195.0,4.0,2.0,3.0,220.0,213.0,2010.0,Kingston,-38.00205,145.07853,South-Eastern Metropolitan,5087.0
10791,Pascoe Vale,Tangyes,3,h,1210000.0,S,Nelson,2017,8.5,3044.0,3.0,2.0,1.0,330.0,226.0,2012.0,Moreland,-37.72623,144.94521,Northern Metropolitan,7485.0
10798,Reservoir,Daleglen,1,h,351000.0,SP,Harcourts,2017,12.0,3073.0,1.0,1.0,1.0,168.0,63.0,1950.0,Darebin,-37.69828,145.02184,Northern Metropolitan,21650.0
10804,Ringwood,Jacks,4,h,1725000.0,S,Hoskins,2017,19.9,3134.0,4.0,2.0,2.0,1016.0,310.0,2002.0,Maroondah,-37.78372,145.25311000000005,Eastern Metropolitan,7785.0
10805,Ringwood,Maidstone,2,h,633000.0,S,Purplebricks,2017,19.9,3134.0,2.0,1.0,2.0,123.0,95.0,2005.0,Maroondah,-37.82223,145.22503999999995,Eastern Metropolitan,7785.0
10806,Ringwood East,Tweed,4,h,1090000.0,S,Philip,2017,21.3,3135.0,4.0,1.0,2.0,894.0,115.0,1950.0,Maroondah,-37.8159,145.24688,Eastern Metropolitan,4407.0
10807,Rowville,Severn,4,h,936000.0,S,HAR,2017,23.5,3178.0,4.0,2.0,2.0,675.0,190.0,1980.0,Knox,-37.91692000000001,145.25896,South-Eastern Metropolitan,11667.0
10808,Rowville,Yvette,3,h,860000.0,S,Harcourts,2017,23.5,3178.0,3.0,2.0,2.0,537.0,220.0,2001.0,Knox,-37.92778,145.24796,South-Eastern Metropolitan,11667.0
10809,Sandringham,Abbott,4,h,850000.0,PI,McGrath,2017,15.2,3191.0,4.0,3.0,2.0,709.0,327.0,2017.0,Bayside,-37.95095,145.02096,Southern Metropolitan,4497.0
10812,Seaford,Molesworth,4,h,800000.0,VB,Harcourts,2017,35.4,3198.0,4.0,2.0,0.0,1151.0,207.0,1969.0,Frankston,-38.11336,145.15035,South-Eastern Metropolitan,8077.0
10813,South Melbourne,Reilly,3,h,1720000.0,S,Greg,2017,1.9,3205.0,3.0,2.0,2.0,81.0,137.0,1998.0,Port Phillip,-37.83631,144.95536,Southern Metropolitan,5943.0
10814,South Morang,Cobblestone,3,h,690000.0,S,Harcourts,2017,20.5,3752.0,3.0,2.0,2.0,545.0,196.0,2005.0,Whittlesea,-37.64426,145.1,Northern Metropolitan,7969.0
10815,South Morang,Kestrel,4,h,875000.0,S,Iconek,2017,20.5,3752.0,4.0,2.0,2.0,613.0,332.0,2004.0,Whittlesea,-37.62648,145.07141,Northern Metropolitan,7969.0
10816,South Morang,Kumara,3,t,420000.0,S,Harcourts,2017,20.5,3752.0,3.0,2.0,2.0,155.0,101.0,2011.0,Whittlesea,-37.63478,145.08486000000005,Northern Metropolitan,7969.0
10817,South Morang,Rolain,4,h,677500.0,S,Harcourts,2017,20.5,3752.0,4.0,2.0,2.0,609.0,195.0,2005.0,Whittlesea,-37.63454,145.06894,Northern Metropolitan,7969.0
10818,South Yarra,Caroline,2,u,600000.0,PI,Noel,2017,2.7,3141.0,2.0,1.0,1.0,876.0,62.0,1972.0,Stonnington,-37.83766,144.98799,Southern Metropolitan,14887.0
10819,South Yarra,Chapel,2,u,762500.0,S,hockingstuart,2017,2.7,3141.0,2.0,1.0,1.0,17200.0,79.0,2003.0,Stonnington,-37.83613,144.99661,Southern Metropolitan,14887.0
10820,South Yarra,Punt,4,h,1855500.0,S,Greg,2017,2.7,3141.0,4.0,2.0,1.0,176.0,216.0,1880.0,Melbourne,-37.83986,144.98598,Southern Metropolitan,14887.0
10821,Spotswood,Craig,2,h,802000.0,S,McGrath,2017,6.2,3015.0,2.0,1.0,1.0,174.0,100.6,1900.0,Hobsons Bay,-37.83162,144.88742,Western Metropolitan,1223.0
10824,St Albans,Leslie,4,h,631000.0,S,Barry,2017,14.0,3021.0,4.0,1.0,3.0,559.0,158.0,1970.0,Brimbank,-37.73593,144.8101,Western Metropolitan,14042.0
10826,St Albans,Shirley,3,h,582000.0,S,YPA,2017,14.0,3021.0,3.0,1.0,0.0,674.0,94.0,1960.0,Brimbank,-37.73704,144.79108,Western Metropolitan,14042.0
10828,St Kilda,Barkly,1,u,468000.0,SP,Buxton,2017,5.0,3182.0,1.0,1.0,1.0,0.0,55.0,2000.0,Port Phillip,-37.87094,144.9807,Southern Metropolitan,13240.0
10829,St Kilda,Barkly,1,u,470000.0,VB,Chisholm,2017,5.0,3182.0,1.0,1.0,1.0,548.0,44.4,2009.0,Port Phillip,-37.87312,144.97986,Southern Metropolitan,13240.0
10831,Strathmore,Napier,3,u,750000.0,VB,Nelson,2017,8.2,3041.0,3.0,2.0,2.0,288.0,94.0,1970.0,Moonee Valley,-37.73415,144.91852,Western Metropolitan,3284.0
10833,Sunbury,McComb,4,h,410000.0,PI,Brad,2017,31.7,3429.0,4.0,2.0,2.0,587.0,164.0,1986.0,Hume,-37.58231,144.69961999999995,Western Metropolitan,14092.0
10834,Sunbury,Mudie,4,h,512500.0,S,Raine,2017,31.7,3429.0,4.0,2.0,2.0,581.0,139.0,1960.0,Hume,-37.57355,144.70854,Western Metropolitan,14092.0
10835,Sunshine,Kinnane,3,h,830500.0,S,Douglas,2017,10.5,3020.0,3.0,1.0,2.0,508.0,111.0,1950.0,Brimbank,-37.7807,144.83648,Western Metropolitan,3755.0
10837,Sunshine West,Buckingham,3,h,551000.0,S,Barry,2017,10.5,3020.0,3.0,1.0,2.0,613.0,105.0,1974.0,Brimbank,-37.80046,144.82676,Western Metropolitan,6763.0
10838,Sunshine West,Drinkwater,3,h,450000.0,S,Douglas,2017,10.5,3020.0,3.0,1.0,2.0,283.0,104.0,1970.0,Brimbank,-37.79703,144.81228000000004,Western Metropolitan,6763.0
10843,Templestowe,Clays,4,h,1635000.0,S,Barry,2017,15.5,3106.0,4.0,3.0,2.0,896.0,215.0,1985.0,Manningham,-37.76797,145.13799,Eastern Metropolitan,6202.0
10845,Templestowe Lower,Sophora,3,h,1138000.0,S,Barry,2017,12.4,3107.0,3.0,2.0,2.0,706.0,184.0,1970.0,Manningham,-37.77185,145.12509,Eastern Metropolitan,5420.0
10846,The Basin,Forest,3,h,477000.0,S,Ray,2017,27.0,3154.0,3.0,1.0,1.0,518.0,102.0,1960.0,Knox,-37.85971,145.31036,Eastern Metropolitan,1690.0
10847,Thomastown,Dakota,3,h,605000.0,S,Ray,2017,15.3,3074.0,3.0,1.0,2.0,533.0,114.0,1975.0,Whittlesea,-37.68579,144.98878,Northern Metropolitan,7955.0
10848,Thomastown,Kemp,3,h,610000.0,S,Harcourts,2017,15.3,3074.0,3.0,1.0,2.0,544.0,131.0,1970.0,Whittlesea,-37.68336,145.0029,Northern Metropolitan,7955.0
10849,Thomastown,Main,3,h,580000.0,S,Harcourts,2017,15.3,3074.0,3.0,1.0,2.0,538.0,140.0,1975.0,Whittlesea,-37.67751,144.98663,Northern Metropolitan,7955.0
10850,Thornbury,Pender,1,u,415000.0,S,Harcourts,2017,7.0,3071.0,1.0,1.0,1.0,0.0,39.0,1970.0,Darebin,-37.75443,145.00919,Northern Metropolitan,8870.0
10851,Thornbury,Smith,2,h,905000.0,S,Nelson,2017,7.0,3071.0,2.0,1.0,0.0,225.0,100.0,1960.0,Darebin,-37.75642,144.98755,Northern Metropolitan,8870.0
10854,Truganina,Romek,3,h,451000.0,S,TRUE,2017,18.4,3029.0,3.0,2.0,2.0,347.0,134.0,2010.0,Wyndham,-37.83963,144.71487,Western Metropolitan,5811.0
10856,Tullamarine,Gordon,4,h,895000.0,S,Jason,2017,12.9,3043.0,4.0,2.0,2.0,700.0,267.0,1999.0,Hume,-37.70598,144.87616,Western Metropolitan,3296.0
10857,Tullamarine,Melrose,4,h,586000.0,SP,Stockdale,2017,12.9,3043.0,4.0,1.0,3.0,0.0,158.0,1975.0,Hume,-37.70695,144.88513999999995,Western Metropolitan,3296.0
