,Rooms,Type,Price,Method,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname
5305,3,h,295000.0,SP,31.7,1.0,4.0,600.0,122.86,49.0,Western Victoria
5306,4,h,347500.0,S,29.8,2.0,1.0,587.0,149.0,34.0,Western Victoria
5307,3,h,410000.0,S,31.7,2.0,2.0,740.0,119.0,39.0,Northern Victoria
5308,5,h,1485000.0,S,20.0,2.0,2.0,720.0,174.0,49.0,South-Eastern Metropolitan
5309,3,h,1750000.0,VB,3.0,2.0,0.0,138.0,155.0,139.0,Southern Metropolitan
5310,2,u,695000.0,S,17.2,1.0,1.0,300.0,90.0,13.0,Eastern Metropolitan
5311,2,h,655000.0,S,17.2,1.0,4.0,446.0,82.0,49.0,Eastern Metropolitan
5312,3,u,775000.0,SP,17.2,1.0,2.0,208.0,110.0,49.0,Eastern Metropolitan
5313,3,u,820000.0,VB,17.2,1.0,2.0,439.0,110.0,64.0,Eastern Metropolitan
5314,3,h,900000.0,S,16.2,1.0,1.0,575.0,138.0,44.0,Eastern Metropolitan
5315,3,h,806000.0,S,16.2,1.0,0.0,396.0,108.0,69.0,Eastern Metropolitan
5316,4,h,980000.0,S,16.2,3.0,2.0,701.0,300.0,31.0,Eastern Metropolitan
5317,4,h,1540000.0,S,10.1,2.0,2.0,589.0,199.0,104.0,Southern Metropolitan
5318,1,t,470000.0,S,10.1,1.0,1.0,0.0,76.0,24.0,Southern Metropolitan
5319,3,h,730000.0,S,22.7,1.0,4.0,695.0,130.0,61.0,South-Eastern Metropolitan
5320,3,h,676000.0,SP,22.7,1.0,1.0,587.0,114.2,64.0,South-Eastern Metropolitan
5321,4,h,805000.0,S,22.7,2.0,4.0,702.0,140.0,44.0,South-Eastern Metropolitan
5322,2,h,1126000.0,SP,1.8,1.0,0.0,114.0,65.0,114.0,Northern Metropolitan
5323,2,u,799000.0,S,1.8,1.0,1.0,0.0,73.0,124.0,Northern Metropolitan
5324,3,h,1285000.0,PI,1.8,1.0,1.0,170.0,147.0,34.0,Northern Metropolitan
5325,3,h,1512000.0,S,5.3,1.0,0.0,326.0,125.0,119.0,Northern Metropolitan
5326,3,u,777000.0,S,15.4,2.0,2.0,239.0,113.0,10.0,Eastern Metropolitan
5327,4,t,912000.0,S,12.3,2.0,2.0,344.0,146.0,27.0,Southern Metropolitan
5328,4,h,1565000.0,PI,11.4,3.0,2.0,719.0,154.0,104.0,Southern Metropolitan
5329,2,h,1270000.0,S,21.5,1.0,4.0,772.0,120.0,84.0,South-Eastern Metropolitan
5330,4,h,1137500.0,SP,21.5,2.0,4.0,641.0,180.0,44.0,South-Eastern Metropolitan
5331,3,h,1415000.0,SP,21.5,1.0,2.0,545.0,145.0,74.0,South-Eastern Metropolitan
5332,3,h,876000.0,S,8.5,1.0,2.0,525.0,146.0,64.0,Northern Metropolitan
5333,3,u,736000.0,S,8.5,1.0,0.0,278.0,116.0,74.0,Northern Metropolitan
5334,2,h,478000.0,S,8.5,1.0,1.0,0.0,73.0,64.0,Northern Metropolitan
5335,2,h,1335000.0,S,3.5,1.0,0.0,181.0,105.0,144.0,Southern Metropolitan
5336,2,u,740000.0,S,4.6,1.0,1.0,0.0,100.0,84.0,Southern Metropolitan
5337,2,u,698000.0,S,4.6,1.0,1.0,0.0,85.0,124.0,Southern Metropolitan
5338,2,h,780000.0,VB,4.6,1.0,0.0,117.0,48.0,124.0,Southern Metropolitan
5339,3,h,920000.0,PI,8.4,1.0,2.0,693.0,93.0,74.0,Northern Metropolitan
5340,3,h,1115000.0,S,8.4,1.0,2.0,680.0,129.0,64.0,Northern Metropolitan
5341,3,h,1171000.0,S,8.4,1.0,2.0,483.0,186.0,94.0,Northern Metropolitan
5342,5,h,1060000.0,SP,8.4,2.0,2.0,559.0,192.0,84.0,Northern Metropolitan
5343,2,h,617500.0,S,8.4,1.0,3.0,155.0,81.0,39.0,Northern Metropolitan
5344,2,t,575000.0,S,12.0,2.0,1.0,151.0,102.0,9.0,Northern Metropolitan
5345,3,h,635000.0,SP,12.0,2.0,2.0,289.0,147.0,15.0,Northern Metropolitan
5346,3,h,860000.0,S,12.0,1.0,2.0,627.0,136.0,74.0,Northern Metropolitan
5347,2,u,615000.0,PI,2.4,2.0,1.0,14196.0,86.0,19.0,Northern Metropolitan
5348,1,u,314000.0,SP,2.4,1.0,1.0,0.0,37.0,54.0,Northern Metropolitan
5349,2,h,1341000.0,S,2.4,1.0,0.0,135.0,87.0,134.0,Northern Metropolitan
5350,2,u,609000.0,S,21.3,1.0,2.0,190.0,70.0,54.0,Eastern Metropolitan
5351,3,h,1100000.0,PI,8.9,2.0,2.0,468.0,212.0,39.0,Eastern Metropolitan
5352,2,u,760000.0,S,15.2,1.0,1.0,0.0,82.0,54.0,Southern Metropolitan
5353,4,h,795000.0,S,35.4,2.0,2.0,631.0,158.0,64.0,South-Eastern Metropolitan
5354,2,h,830000.0,VB,5.1,1.0,1.0,152.0,91.0,114.0,Western Metropolitan
5355,2,h,940000.0,S,5.1,1.0,0.0,207.0,94.0,114.0,Western Metropolitan
5356,4,h,2920000.0,S,2.7,2.0,2.0,564.0,254.0,104.0,Southern Metropolitan
5357,1,u,400000.0,VB,2.7,1.0,1.0,0.0,43.0,74.0,Southern Metropolitan
5358,2,u,600000.0,VB,0.7,1.0,1.0,3634.0,80.0,31.0,Southern Metropolitan
5359,5,h,1387000.0,S,16.1,3.0,3.0,1348.0,370.0,19.0,Eastern Metropolitan
5360,1,u,480000.0,PI,5.0,1.0,1.0,0.0,64.0,94.0,Southern Metropolitan
5361,4,h,535000.0,SP,31.7,2.0,2.0,808.0,155.0,54.0,Western Metropolitan
5362,3,h,1070000.0,S,10.5,2.0,2.0,573.0,198.0,84.0,Western Metropolitan
5363,6,h,750000.0,SP,10.5,2.0,4.0,588.0,113.0,69.0,Western Metropolitan
5364,3,h,632000.0,S,10.5,1.0,1.0,471.0,121.0,74.0,Western Metropolitan
5365,5,h,2505000.0,S,10.2,2.0,0.0,739.0,266.53,97.0,Southern Metropolitan
5366,3,h,1785000.0,S,10.2,1.0,1.0,516.0,120.0,114.0,Southern Metropolitan
5367,4,h,1375000.0,VB,12.4,2.0,1.0,662.0,240.0,74.0,Eastern Metropolitan
5368,3,h,740000.0,S,15.3,1.0,2.0,727.0,109.0,72.0,Northern Metropolitan
5369,2,u,745000.0,S,7.0,1.0,1.0,120.0,70.0,49.0,Northern Metropolitan
5370,3,h,1225000.0,SP,7.0,1.0,0.0,275.0,90.0,104.0,Northern Metropolitan
5371,3,u,390000.0,SP,18.4,2.0,1.0,289.0,138.0,16.0,Western Metropolitan
5372,3,h,695000.0,S,12.9,1.0,2.0,676.0,121.0,44.0,Western Metropolitan
5373,3,h,870000.0,S,8.9,2.0,2.0,291.0,151.0,24.0,Eastern Metropolitan
5374,4,h,710000.0,S,14.5,1.0,3.0,541.0,145.0,64.0,Northern Metropolitan
5375,3,h,570000.0,S,14.7,1.0,2.0,660.0,113.0,64.0,Western Metropolitan
5376,3,u,597000.0,SP,6.4,1.0,1.0,126.0,120.0,29.0,Western Metropolitan
5377,2,u,660000.0,PI,3.1,1.0,1.0,0.0,91.0,31.0,Northern Metropolitan
5378,2,u,880000.0,S,6.8,1.0,2.0,169.0,78.54,24.0,Western Metropolitan
5379,3,h,862000.0,SP,6.8,1.0,1.0,353.0,85.35,84.0,Western Metropolitan
5380,4,h,595000.0,S,25.5,2.0,2.0,448.0,370.0,12.0,Northern Metropolitan
5381,2,u,709500.0,SP,6.3,1.0,1.0,80.0,80.0,54.0,Western Metropolitan
5382,3,u,670000.0,S,10.4,1.0,2.0,169.0,153.0,24.0,Western Metropolitan
5383,3,h,720000.0,PI,9.5,1.0,1.0,582.0,110.0,59.0,Western Metropolitan
5384,3,h,1107500.0,S,9.5,3.0,1.0,668.0,190.0,10.0,Western Metropolitan
5385,2,u,520000.0,S,23.2,1.0,1.0,158.0,69.0,49.0,Eastern Metropolitan
5386,2,u,380000.0,PI,11.4,1.0,1.0,1.0,62.0,13.0,Southern Metropolitan
5387,4,h,920000.0,S,35.2,5.0,2.0,638.0,352.0,10.0,Eastern Victoria
5388,4,h,950000.0,SA,35.2,4.0,2.0,603.0,391.0,17.0,Eastern Victoria
5389,2,u,485000.0,S,13.4,1.0,1.0,0.0,55.0,64.0,Eastern Metropolitan
5390,3,h,1291000.0,S,13.4,2.0,2.0,548.0,127.0,54.0,Eastern Metropolitan
5391,3,h,775000.0,S,25.0,1.0,2.0,720.0,131.0,54.0,Eastern Metropolitan
5392,4,h,820000.0,S,25.0,2.0,4.0,719.0,200.0,49.0,Eastern Metropolitan
5393,3,h,797000.0,S,8.6,1.0,2.0,694.0,110.0,64.0,Western Metropolitan
5394,2,h,590000.0,S,8.6,1.0,1.0,304.0,74.0,74.0,Western Metropolitan
5395,2,u,585000.0,PI,10.3,1.0,1.0,0.0,82.0,74.0,Southern Metropolitan
5396,4,h,1580000.0,PI,10.3,1.0,2.0,890.0,165.0,54.0,Southern Metropolitan
5397,3,h,386000.0,S,14.0,1.0,1.0,341.0,71.0,59.0,Northern Metropolitan
5398,2,u,515000.0,SP,6.4,1.0,2.0,159.0,140.0,12.0,Western Metropolitan
5399,4,h,1515000.0,S,5.2,2.0,2.0,236.0,194.0,134.0,Northern Metropolitan
5400,3,h,1037000.0,S,5.2,1.0,1.0,210.0,101.0,28.0,Northern Metropolitan
5401,3,h,1330000.0,PI,4.0,2.0,1.0,161.0,190.0,134.0,Northern Metropolitan
5402,3,t,937000.0,SP,4.0,2.0,1.0,110.0,121.8,24.0,Northern Metropolitan
5403,1,u,290000.0,VB,4.0,1.0,0.0,197.0,41.0,12.0,Northern Metropolitan
5404,3,h,730000.0,S,12.1,1.0,1.0,612.0,101.0,64.0,Northern Metropolitan
5405,3,h,660000.0,S,12.1,1.0,2.0,582.0,119.0,54.0,Northern Metropolitan
5406,3,h,1150000.0,S,14.7,2.0,2.0,668.0,140.0,59.0,Eastern Metropolitan
5407,4,h,1600000.0,S,14.7,2.0,2.0,592.0,260.0,17.0,Eastern Metropolitan
5408,2,u,755000.0,S,7.7,1.0,1.0,92.0,82.6,64.0,Southern Metropolitan
5409,2,u,750000.0,S,10.1,1.0,2.0,0.0,85.0,54.0,Southern Metropolitan
5410,1,u,286000.0,PI,10.1,1.0,1.0,314.0,45.0,64.0,Southern Metropolitan
5411,2,u,580010.0,SP,10.1,1.0,1.0,0.0,72.0,54.0,Southern Metropolitan
5412,4,t,1250000.0,S,10.1,3.0,2.0,326.0,223.0,19.0,Southern Metropolitan
5413,3,t,360000.0,SA,14.8,1.0,1.0,0.0,136.49,15.0,Western Metropolitan
5414,4,h,740000.0,S,14.8,2.0,2.0,750.0,222.0,16.0,Western Metropolitan
5415,4,h,647000.0,S,34.9,2.0,4.0,688.0,204.0,22.0,South-Eastern Metropolitan
5416,3,t,930000.0,S,11.7,2.0,1.0,0.0,127.0,13.0,Southern Metropolitan
5417,2,h,760000.0,S,6.7,1.0,2.0,378.0,105.0,104.0,Northern Metropolitan
5418,2,t,876000.0,S,6.7,2.0,1.0,134.0,100.0,10.0,Northern Metropolitan
5419,1,u,365000.0,SP,2.0,1.0,0.0,0.0,46.0,64.0,Northern Metropolitan
5420,3,h,1297000.0,S,2.0,2.0,0.0,186.0,137.0,134.0,Northern Metropolitan
5421,5,h,865000.0,PI,23.0,2.0,2.0,974.0,200.0,49.0,Eastern Metropolitan
5422,4,h,760000.0,SP,23.0,2.0,2.0,815.0,140.0,64.0,Eastern Metropolitan
5423,3,h,725000.0,S,23.0,1.0,2.0,802.0,105.0,44.0,Eastern Metropolitan
5424,4,h,1120000.0,S,23.0,2.0,2.0,864.0,228.0,16.0,Eastern Metropolitan
5425,4,h,930000.0,S,24.7,2.0,1.0,830.0,200.0,44.0,South-Eastern Metropolitan
5426,3,h,557000.0,S,14.8,1.0,2.0,539.0,148.0,39.0,Western Metropolitan
5427,3,h,650000.0,PI,14.8,1.0,2.0,697.0,135.0,69.0,Western Metropolitan
5428,3,h,806000.0,S,22.2,2.0,1.0,539.0,134.0,56.0,South-Eastern Metropolitan
5429,4,h,1663000.0,S,12.4,3.0,2.0,674.0,250.0,42.0,Eastern Metropolitan
5430,4,h,1310000.0,S,14.3,3.0,2.0,706.0,200.0,54.0,Eastern Metropolitan
5431,3,h,1530000.0,PI,14.3,2.0,2.0,798.0,160.0,46.0,Eastern Metropolitan
5432,2,t,630000.0,PI,16.1,1.0,1.0,196.0,100.0,24.0,Eastern Metropolitan
5433,3,h,1300000.0,VB,8.9,1.0,2.0,615.0,138.0,74.0,Eastern Metropolitan
5434,5,h,1260000.0,SP,27.0,6.0,3.0,900.0,178.0,64.0,South-Eastern Metropolitan
5435,3,h,655000.0,S,18.0,1.0,2.0,197.0,108.0,15.0,Eastern Metropolitan
5436,1,u,435000.0,S,7.2,1.0,1.0,1192.0,44.0,15.0,Southern Metropolitan
5437,3,h,490000.0,SP,19.6,2.0,2.0,375.0,155.0,12.0,Northern Metropolitan
5438,2,h,417500.0,S,19.6,1.0,1.0,157.0,102.0,24.0,Northern Metropolitan
5439,3,h,1398000.0,SP,7.5,2.0,1.0,445.0,182.0,64.0,Western Metropolitan
5440,3,t,664000.0,S,24.8,2.0,1.0,219.0,138.0,14.0,Eastern Metropolitan
5441,2,u,790000.0,S,2.1,1.0,2.0,6367.0,75.0,94.0,Northern Metropolitan
5442,2,u,830000.0,S,2.1,2.0,1.0,4421.0,84.0,13.0,Northern Metropolitan
5443,1,u,456000.0,SP,2.1,1.0,1.0,0.0,51.0,13.0,Northern Metropolitan
5444,3,h,565000.0,S,38.0,1.0,2.0,713.0,155.0,44.0,South-Eastern Metropolitan
5445,3,h,810000.0,S,38.0,1.0,2.0,835.0,118.0,64.0,South-Eastern Metropolitan
5446,4,h,749000.0,SP,12.9,2.0,2.0,561.0,160.0,54.0,Western Metropolitan
5447,1,u,260000.0,PI,7.3,1.0,1.0,0.0,38.0,74.0,Southern Metropolitan
5448,1,u,330000.0,SP,7.3,1.0,1.0,0.0,44.0,64.0,Southern Metropolitan
5449,2,u,501000.0,S,7.3,1.0,1.0,2015.0,77.0,64.0,Southern Metropolitan
5450,3,h,1070000.0,S,16.7,2.0,1.0,839.0,116.0,54.0,Eastern Metropolitan
5451,4,h,700000.0,S,11.2,2.0,1.0,655.0,82.0,74.0,Northern Metropolitan
5452,2,t,400000.0,VB,11.2,1.0,1.0,102.0,70.0,12.0,Northern Metropolitan
5453,2,h,675000.0,S,11.2,2.0,1.0,248.0,99.0,13.0,Northern Metropolitan
5454,3,h,866000.0,S,16.1,2.0,2.0,743.0,147.0,44.0,Northern Metropolitan
5455,5,h,800000.0,SP,20.4,3.0,2.0,544.0,332.0,16.0,Northern Metropolitan
5456,3,h,735000.0,S,11.2,1.0,1.0,626.0,122.0,74.0,Northern Metropolitan
5457,2,t,595000.0,S,11.2,2.0,1.0,201.0,111.0,19.0,Northern Metropolitan
5458,2,t,771000.0,S,13.8,1.0,1.0,0.0,99.0,32.0,Southern Metropolitan
5459,3,h,400000.0,PI,33.3,1.0,1.0,301.0,98.0,26.0,South-Eastern Metropolitan
5460,1,u,455000.0,S,5.3,1.0,1.0,0.0,49.0,64.0,Southern Metropolitan
5461,2,u,615888.0,SP,6.2,1.0,1.0,915.0,73.0,54.0,Southern Metropolitan
5462,4,h,1820000.0,S,16.0,2.0,2.0,680.0,680.0,18.0,Southern Metropolitan
5463,5,h,1475000.0,S,12.3,2.0,3.0,548.0,157.0,104.0,Southern Metropolitan
5464,5,h,2100000.0,PI,7.8,3.0,2.0,740.0,222.0,64.0,Eastern Metropolitan
5465,2,h,1320000.0,S,7.8,1.0,0.0,620.0,114.0,104.0,Eastern Metropolitan
5466,2,h,575500.0,S,14.0,1.0,1.0,662.0,98.0,64.0,Northern Metropolitan
5467,4,h,635000.0,S,14.5,2.0,2.0,531.0,138.0,49.0,Western Metropolitan
5468,3,h,620000.0,S,15.5,1.0,4.0,650.0,100.0,39.0,Western Metropolitan
5469,5,h,1005000.0,SA,11.7,3.0,2.0,596.0,176.0,54.0,Western Metropolitan
5470,3,h,700000.0,S,10.4,1.0,1.0,590.0,130.0,54.0,Western Metropolitan
5471,1,u,390000.0,SP,3.4,1.0,1.0,0.0,60.0,24.0,Northern Metropolitan
5472,3,h,1410000.0,PI,5.4,1.0,1.0,404.0,113.0,94.0,Southern Metropolitan
5473,3,h,710500.0,S,16.3,2.0,1.0,655.0,120.0,49.0,Northern Metropolitan
5474,3,h,752000.0,S,16.3,1.0,2.0,604.0,102.0,74.0,Northern Metropolitan
5475,3,h,622000.0,S,16.3,1.0,2.0,575.0,113.0,54.0,Northern Metropolitan
5476,3,t,650000.0,PI,6.4,2.0,2.0,159.0,128.0,8.0,Western Metropolitan
5477,2,u,435000.0,S,6.4,2.0,1.0,0.0,96.0,7.0,Western Metropolitan
5478,4,h,1340000.0,S,4.3,1.0,3.0,697.0,155.0,104.0,Western Metropolitan
5479,3,h,450000.0,SP,17.4,1.0,1.0,702.0,96.0,54.0,Northern Metropolitan
5480,3,h,440000.0,S,17.4,1.0,2.0,570.0,112.0,32.0,Northern Metropolitan
5481,4,h,550000.0,PI,31.7,2.0,2.0,1241.0,194.0,54.0,Western Victoria
5482,3,h,373500.0,S,31.7,2.0,2.0,586.0,118.0,44.0,Western Victoria
5483,2,u,640000.0,S,20.0,1.0,1.0,128.0,72.0,52.0,South-Eastern Metropolitan
5484,3,t,940000.0,S,20.0,1.0,2.0,331.0,157.9352,35.0,South-Eastern Metropolitan
5485,3,h,705000.0,S,17.9,2.0,2.0,840.0,161.0,54.0,Northern Metropolitan
5486,4,h,790000.0,S,17.9,2.0,2.0,530.0,186.0,34.0,Northern Metropolitan
5487,5,h,704500.0,S,17.9,3.0,2.0,656.0,130.0,54.0,Northern Metropolitan
5488,4,h,550000.0,S,17.9,2.0,1.0,531.0,175.0,54.0,Northern Metropolitan
5489,5,h,598000.0,S,17.9,3.0,1.0,531.0,122.0,34.0,Northern Metropolitan
5490,3,h,592000.0,S,17.9,1.0,1.0,622.0,128.0,32.0,Northern Metropolitan
5491,3,h,602000.0,S,17.9,1.0,1.0,546.0,136.0,47.0,Northern Metropolitan
5492,4,h,735000.0,S,28.8,2.0,2.0,846.0,160.0,44.0,Eastern Victoria
5493,4,h,1270000.0,S,6.2,1.0,3.0,478.0,152.0,99.0,Western Metropolitan
5494,3,h,650000.0,PI,26.5,2.0,2.0,1103.0,126.8,48.0,Eastern Victoria
5495,4,h,1400000.0,PI,21.5,2.0,2.0,530.0,313.0,17.0,South-Eastern Metropolitan
5496,3,t,1627000.0,S,21.5,2.0,2.0,304.0,233.0,17.0,South-Eastern Metropolitan
5497,3,h,1850000.0,PI,14.2,1.0,1.0,717.0,153.0,64.0,Eastern Metropolitan
5498,4,h,1820000.0,S,10.1,2.0,1.0,632.0,265.0,109.0,Southern Metropolitan
5499,2,u,785000.0,S,1.8,2.0,1.0,0.0,95.0,16.0,Northern Metropolitan
5500,2,u,676000.0,S,15.4,1.0,1.0,149.0,84.0,54.0,Eastern Metropolitan
5501,3,h,1002000.0,S,15.4,1.0,2.0,598.0,143.0,64.0,Eastern Metropolitan
5502,4,t,1175000.0,S,15.4,3.0,2.0,289.0,170.0,13.0,Eastern Metropolitan
5503,3,h,875000.0,S,12.3,2.0,2.0,295.0,144.0,18.0,Southern Metropolitan
5504,4,u,774000.0,S,15.5,2.0,2.0,0.0,147.0,24.0,South-Eastern Metropolitan
5505,1,u,327000.0,S,11.4,1.0,1.0,0.0,32.0,64.0,Southern Metropolitan
5506,4,h,1900000.0,S,11.4,2.0,2.0,700.0,210.0,104.0,Southern Metropolitan
5507,4,h,2185000.0,S,21.5,2.0,3.0,220.0,213.0,14.0,South-Eastern Metropolitan
5508,3,h,1210000.0,S,8.5,2.0,1.0,330.0,226.0,12.0,Northern Metropolitan
5509,1,h,351000.0,SP,12.0,1.0,1.0,168.0,63.0,74.0,Northern Metropolitan
5510,4,h,1725000.0,S,19.9,2.0,2.0,1016.0,310.0,22.0,Eastern Metropolitan
5511,2,h,633000.0,S,19.9,1.0,2.0,123.0,95.0,19.0,Eastern Metropolitan
5512,4,h,1090000.0,S,21.3,1.0,2.0,894.0,115.0,74.0,Eastern Metropolitan
5513,4,h,936000.0,S,23.5,2.0,2.0,675.0,190.0,44.0,South-Eastern Metropolitan
5514,3,h,860000.0,S,23.5,2.0,2.0,537.0,220.0,23.0,South-Eastern Metropolitan
5515,4,h,850000.0,PI,15.2,3.0,2.0,709.0,327.0,7.0,Southern Metropolitan
5516,4,h,800000.0,VB,35.4,2.0,0.0,1151.0,207.0,55.0,South-Eastern Metropolitan
5517,3,h,1720000.0,S,1.9,2.0,2.0,81.0,137.0,26.0,Southern Metropolitan
5518,3,h,690000.0,S,20.5,2.0,2.0,545.0,196.0,19.0,Northern Metropolitan
5519,4,h,875000.0,S,20.5,2.0,2.0,613.0,332.0,20.0,Northern Metropolitan
5520,3,t,420000.0,S,20.5,2.0,2.0,155.0,101.0,13.0,Northern Metropolitan
5521,4,h,677500.0,S,20.5,2.0,2.0,609.0,195.0,19.0,Northern Metropolitan
5522,2,u,600000.0,PI,2.7,1.0,1.0,876.0,62.0,52.0,Southern Metropolitan
5523,2,u,762500.0,S,2.7,1.0,1.0,17200.0,79.0,21.0,Southern Metropolitan
5524,4,h,1855500.0,S,2.7,2.0,1.0,176.0,216.0,144.0,Southern Metropolitan
5525,2,h,802000.0,S,6.2,1.0,1.0,174.0,100.6,124.0,Western Metropolitan
5526,4,h,631000.0,S,14.0,1.0,3.0,559.0,158.0,54.0,Western Metropolitan
5527,3,h,582000.0,S,14.0,1.0,0.0,674.0,94.0,64.0,Western Metropolitan
5528,1,u,468000.0,SP,5.0,1.0,1.0,0.0,55.0,24.0,Southern Metropolitan
5529,1,u,470000.0,VB,5.0,1.0,1.0,548.0,44.4,15.0,Southern Metropolitan
5530,3,u,750000.0,VB,8.2,2.0,2.0,288.0,94.0,54.0,Western Metropolitan
5531,4,h,410000.0,PI,31.7,2.0,2.0,587.0,164.0,38.0,Western Metropolitan
5532,4,h,512500.0,S,31.7,2.0,2.0,581.0,139.0,64.0,Western Metropolitan
5533,3,h,830500.0,S,10.5,1.0,2.0,508.0,111.0,74.0,Western Metropolitan
5534,3,h,551000.0,S,10.5,1.0,2.0,613.0,105.0,50.0,Western Metropolitan
5535,3,h,450000.0,S,10.5,1.0,2.0,283.0,104.0,54.0,Western Metropolitan
5536,4,h,1635000.0,S,15.5,3.0,2.0,896.0,215.0,39.0,Eastern Metropolitan
5537,3,h,1138000.0,S,12.4,2.0,2.0,706.0,184.0,54.0,Eastern Metropolitan
5538,3,h,477000.0,S,27.0,1.0,1.0,518.0,102.0,64.0,Eastern Metropolitan
5539,3,h,605000.0,S,15.3,1.0,2.0,533.0,114.0,49.0,Northern Metropolitan
5540,3,h,610000.0,S,15.3,1.0,2.0,544.0,131.0,54.0,Northern Metropolitan
5541,3,h,580000.0,S,15.3,1.0,2.0,538.0,140.0,49.0,Northern Metropolitan
5542,1,u,415000.0,S,7.0,1.0,1.0,0.0,39.0,54.0,Northern Metropolitan
5543,2,h,905000.0,S,7.0,1.0,0.0,225.0,100.0,64.0,Northern Metropolitan
5544,3,h,451000.0,S,18.4,2.0,2.0,347.0,134.0,14.0,Western Metropolitan
5545,4,h,895000.0,S,12.9,2.0,2.0,700.0,267.0,25.0,Western Metropolitan
5546,4,h,586000.0,SP,12.9,1.0,3.0,0.0,158.0,49.0,Western Metropolitan
5547,4,h,1055000.0,S,14.7,2.0,2.0,652.0,203.0,27.0,Eastern Metropolitan
5548,3,h,529000.0,S,14.7,2.0,2.0,847.0,143.0,44.0,Western Metropolitan
5549,3,h,484000.0,S,14.7,1.0,0.0,531.0,100.0,64.0,Western Metropolitan
5550,2,u,670000.0,S,3.1,1.0,1.0,17.0,90.0,28.0,Northern Metropolitan
5551,2,u,510000.0,S,3.1,1.0,1.0,75.0,66.0,17.0,Northern Metropolitan
5552,3,h,410000.0,VB,16.5,1.0,2.0,542.0,107.0,54.0,Northern Metropolitan
5553,1,u,410000.0,S,4.6,1.0,1.0,0.0,51.0,64.0,Southern Metropolitan
5554,4,h,478000.0,S,27.2,2.0,2.0,400.0,151.54,16.0,Western Metropolitan
5555,3,h,1285000.0,SP,6.3,1.0,1.0,284.0,124.0,124.0,Western Metropolitan
5556,3,h,1635000.0,S,3.0,1.0,0.0,142.0,130.0,144.0,Northern Metropolitan
5557,3,h,1225000.0,S,11.0,1.0,1.0,697.0,132.0,54.0,Western Metropolitan
5558,3,u,767000.0,SP,11.0,2.0,1.0,305.0,132.0,19.0,Western Metropolitan
5559,4,h,810000.0,SP,15.5,2.0,2.0,749.0,180.9,35.0,Western Metropolitan
5560,2,u,821000.0,S,6.3,2.0,1.0,3093.0,75.0,18.0,Southern Metropolitan
5561,4,t,1520000.0,S,10.2,3.0,2.0,267.0,190.0,12.0,Southern Metropolitan
5562,3,h,2299500.0,S,10.2,2.0,3.0,634.0,230.0,84.0,Southern Metropolitan
5563,4,h,2360000.0,S,7.9,3.0,2.0,848.0,214.0,98.0,Southern Metropolitan
5564,4,h,1460000.0,VB,9.7,2.0,2.0,433.0,185.0,69.0,Southern Metropolitan
5565,4,t,1280000.0,S,11.4,3.0,2.0,306.0,200.0,10.0,Southern Metropolitan
5566,4,t,1750000.0,S,11.4,3.0,2.0,429.0,262.0,11.0,Southern Metropolitan
5567,3,h,1100000.0,S,13.4,1.0,2.0,492.0,124.0,67.0,Eastern Metropolitan
5568,4,h,1250000.0,PI,13.4,2.0,2.0,580.0,161.0,59.0,Eastern Metropolitan
5569,3,h,830000.0,S,16.1,1.0,2.0,905.0,183.0,62.0,Eastern Metropolitan
5570,4,h,4050000.0,PI,10.5,4.0,4.0,508.0,465.0,13.0,Southern Metropolitan
5571,4,h,2210000.0,SP,10.5,2.0,1.0,396.0,175.0,116.0,Southern Metropolitan
5572,3,h,1680000.0,SP,10.3,1.0,2.0,605.0,181.0,104.0,Southern Metropolitan
5573,2,u,890000.0,S,10.3,1.0,2.0,275.0,106.0,54.0,Southern Metropolitan
5574,3,h,632000.0,S,14.0,1.0,4.0,697.0,100.0,64.0,Northern Metropolitan
5575,3,h,1310000.0,S,5.2,1.0,1.0,302.0,91.0,114.0,Northern Metropolitan
5576,4,h,1500000.0,VB,5.2,2.0,3.0,444.0,256.0,27.0,Northern Metropolitan
5577,4,h,1751000.0,S,10.8,3.0,4.0,646.0,320.0,26.0,Eastern Metropolitan
5578,4,t,685000.0,S,12.1,2.0,1.0,287.0,152.0,34.0,Northern Metropolitan
5579,4,h,725000.0,S,12.1,1.0,2.0,542.0,130.0,44.0,Northern Metropolitan
5580,2,t,505000.0,S,12.1,1.0,2.0,90.0,90.0,29.0,Northern Metropolitan
5581,4,h,1253000.0,S,12.1,2.0,2.0,760.0,366.0,24.0,Northern Metropolitan
5582,4,h,1390000.0,SA,10.4,2.0,1.0,627.0,196.0,74.0,Southern Metropolitan
5583,4,h,2725000.0,SA,8.4,2.0,2.0,650.0,275.0,18.0,Southern Metropolitan
5584,4,h,870000.0,S,14.8,2.0,2.0,463.0,307.0,12.0,Western Metropolitan
5585,3,h,552500.0,S,34.9,2.0,2.0,779.0,147.0,36.0,South-Eastern Metropolitan
5586,4,h,1925000.0,PI,7.8,2.0,2.0,494.0,176.0,124.0,Southern Metropolitan
5587,4,h,995000.0,S,11.7,2.0,1.0,402.0,131.0,64.0,Southern Metropolitan
5588,4,h,1200000.0,PI,17.9,2.0,4.0,679.0,190.0,64.0,Southern Metropolitan
5589,4,h,1241000.0,S,17.5,2.0,2.0,625.0,625.0,74.0,South-Eastern Metropolitan
